Symbol,Sector,Daily,Weekly,Monthly
HARDWYN.NS,Consumer Durables,NO,NO,NO
HARIOMPIPE.NS,Industrial Products,NO,NO,NO
HARRMALAYA.NS,Industrial Products,NO,NO,NO
HARSHA.NS,Industrial Products,NO,NO,NO
HATHWAY.NS,Entertainment,NO,NO,NO
HATSUN.NS,Food Products,NO,NO,NO
HAVELLS.NS,Consumer Durables,NO,NO,NO
HAVISHA.NS,Leisure Services,NO,NO,NO
HBLENGINE.NS,Industrial Products,NO,NO,NO
HBSL.NS,Finance,NO,NO,NO
HCC.NS,Construction,NO,NO,NO
HCG.NS,Healthcare Services,NO,NO,NO
HCL-INSYS.NS,IT - Hardware,NO,NO,NO
HCLTECH.NS,IT - Software,NO,NO,NO
HDBFS.NS,Finance,NO,NO,NO
HDFCAMC.NS,Capital Markets,NO,NO,NO
HDFCBANK.NS,Banks,NO,NO,NO
HDFCLIFE.NS,Insurance,NO,NO,NO
HDIL.NS,Realty,NO,NO,NO
HEADSUP.NS,Textiles & Apparels,NO,NO,NO
HECPROJECT.NS,Construction,NO,NO,NO
HEG.NS,Industrial Products,NO,NO,NO
HEIDELBERG.NS,Cement & Cement Products,NO,NO,NO
HEMIPROP.NS,Commercial Services & Supplies,NO,NO,NO
HERANBA.NS,Fertilizers & Agrochemicals,NO,NO,NO
HERCULES.NS,Industrial Manufacturing,NO,NO,NO
HERITGFOOD.NS,Food Products,NO,NO,NO
HEROMOTOCO.NS,Automobiles,NO,NO,NO
HESTERBIO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
HEXATRADEX.NS,Finance,NO,NO,NO
HEXT.NS,IT - Software,NO,NO,NO
HFCL.NS,Telecom - Services,NO,NO,NO
HGINFRA.NS,Construction,NO,NO,NO
HGM.NS,IT - Services,NO,NO,NO
HGS.NS,Commercial Services & Supplies,NO,NO,NO
HIGREEN.NS,Other Utilities,NO,NO,NO
HIKAL.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
HILINFRA.NS,Transport Infrastructure,NO,NO,NO
HILTON.NS,Industrial Products,NO,NO,NO
HIMATSEIDE.NS,Textiles & Apparels,NO,NO,NO
HINDALCO.NS,Non - Ferrous Metals,NO,NO,NO
HINDCOMPOS.NS,Auto Components,NO,NO,NO
HINDCON.NS,Chemicals & Petrochemicals,NO,NO,NO
HINDCOPPER.NS,Non - Ferrous Metals,NO,NO,NO
HINDMOTORS.NS,Automobiles,NO,NO,NO
HINDOILEXP.NS,Oil,NO,NO,NO
HINDPETRO.NS,Petroleum Products,NO,NO,NO
HINDUNILVR.NS,Diversified FMCG,NO,NO,NO
HINDWAREAP.NS,Consumer Durables,NO,NO,NO
HINDZINC.NS,Non - Ferrous Metals,NO,NO,NO
HIRECT.NS,Industrial Manufacturing,NO,NO,NO
HISARMETAL.NS,Industrial Products,NO,NO,NO
HITECH.NS,Industrial Products,NO,NO,NO
HITECHCORP.NS,Industrial Products,NO,NO,NO
HITECHGEAR.NS,Auto Components,NO,NO,NO
HLEGLAS.NS,Industrial Manufacturing,NO,NO,NO
HLVLTD.NS,Leisure Services,NO,NO,NO
HMAAGRO.NS,Food Products,NO,NO,NO
HMT.NS,Industrial Manufacturing,NO,NO,NO
HMVL.NS,Media,NO,NO,NO
HNDFDS.NS,Diversified FMCG,NO,NO,NO
HOACFOODS.NS,Food Products,NO,NO,NO
HOLMARC.NS,Industrial Products,NO,NO,NO
HOMEFIRST.NS,Finance,NO,NO,NO
HOMESFY.NS,Realty,NO,NO,NO
HONASA.NS,Personal Products,NO,NO,NO
HONAUT.NS,Industrial Manufacturing,NO,NO,NO
HONDAPOWER.NS,Industrial Manufacturing,NO,NO,NO
HPAL.NS,Chemicals & Petrochemicals,NO,NO,NO
HPIL.NS,Chemicals & Petrochemicals,NO,NO,NO
HPL.NS,Industrial Manufacturing,NO,NO,NO
HPTL.NS,Commercial Services & Supplies,NO,NO,NO
HRHNEXT.NS,Commercial Services & Supplies,NO,NO,NO
HSCL.NS,Chemicals & Petrochemicals,NO,NO,NO
HTMEDIA.NS,Media,NO,NO,NO
HUBTOWN.NS,Realty,NO,NO,NO
HUDCO.NS,Finance,NO,NO,NO
HUHTAMAKI.NS,Industrial Products,NO,NO,NO
HVAX.NS,Construction,NO,NO,NO
HYBRIDFIN.NS,Capital Markets,NO,NO,NO
HYUNDAI.NS,Automobiles,NO,NO,NO
IBLFL.NS,Finance,NO,NO,NO
IBULLSLTD.NS,Commercial Services & Supplies,NO,NO,NO
ICDSLTD.NS,Commercial Services & Supplies,NO,NO,NO
ICEMAKE.NS,Industrial Manufacturing,NO,NO,NO
ICICIAMC.NS,Capital Markets,NO,NO,NO
ICICIBANK.NS,Banks,NO,NO,NO
ICICIGI.NS,Insurance,NO,NO,NO
ICICIPRULI.NS,Insurance,NO,NO,NO
ICIL.NS,Textiles & Apparels,NO,NO,NO
ICRA.NS,Capital Markets,NO,NO,NO
IDBI.NS,Banks,NO,NO,NO
IDEA.NS,Telecom - Services,NO,NO,NO
IDEAFORGE.NS,Aerospace & Defense,NO,NO,NO
IDEALTECHO.NS,Industrial Products,NO,NO,NO
IDENTICAL.NS,Entertainment,NO,NO,NO
IDFCFIRSTB.NS,Banks,NO,NO,NO
IEML.NS,Chemicals & Petrochemicals,NO,NO,NO
IEX.NS,Capital Markets,NO,NO,NO
IFBAGRO.NS,Beverages,NO,NO,NO
IFBIND.NS,Consumer Durables,NO,NO,NO
IFCI.NS,Finance,NO,NO,NO
IFGLEXPOR.NS,Industrial Products,NO,NO,NO
IGARASHI.NS,Auto Components,NO,NO,NO
IGCL.NS,Fertilizers & Agrochemicals,NO,NO,NO
IGIL.NS,Commercial Services & Supplies,NO,NO,NO
IGL.NS,Gas,NO,NO,NO
IGPL.NS,Chemicals & Petrochemicals,NO,NO,NO
IIFL.NS,Finance,NO,NO,NO
IIFLCAPS.NS,Capital Markets,NO,NO,NO
IITL.NS,Finance,NO,NO,NO
IKIO.NS,Consumer Durables,NO,NO,NO
IKS.NS,IT - Services,NO,NO,NO
IL&FSENGG.NS,Construction,NO,NO,NO
IL&FSTRANS.NS,Construction,NO,NO,NO
IMAGICAA.NS,Leisure Services,NO,NO,NO
IMFA.NS,Ferrous Metals,NO,NO,NO
IMPAL.NS,Auto Components,NO,NO,NO
IMPEXFERRO.NS,Ferrous Metals,NO,NO,NO
INA.NS,Power,NO,NO,NO
INCREDIBLE.NS,Industrial Products,NO,NO,NO
INDBANK.NS,Capital Markets,NO,NO,NO
INDGN.NS,Healthcare Services,NO,NO,NO
INDHOTEL.NS,Leisure Services,NO,NO,NO
INDIACEM.NS,Cement & Cement Products,NO,NO,NO
INDIAGLYCO.NS,Beverages,NO,NO,NO
INDIAMART.NS,Retailing,NO,NO,NO
INDIANB.NS,Banks,NO,NO,NO
INDIANCARD.NS,Textiles & Apparels,NO,NO,NO
INDIANHUME.NS,Industrial Manufacturing,NO,NO,NO
INDIASHLTR.NS,Finance,NO,NO,NO
INDIFRA.NS,Gas,NO,NO,NO
INDIGO.NS,Transport Services,NO,NO,NO
INDIGOPNTS.NS,Consumer Durables,NO,NO,NO
INDIGRID.NS,Power,NO,NO,NO
INDIQUBE.NS,Commercial Services & Supplies,NO,NO,NO
INDNIPPON.NS,Auto Components,NO,NO,NO
INDOAMIN.NS,Chemicals & Petrochemicals,NO,NO,NO
INDOBORAX.NS,Chemicals & Petrochemicals,NO,NO,NO
INDOCO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
INDOFARM.NS,"Agricultural, Commercial & Construction Vehicles",NO,NO,NO
INDORAMA.NS,Textiles & Apparels,NO,NO,NO
INDOSTAR.NS,Finance,NO,NO,NO
INDOTECH.NS,Electrical Equipment,NO,NO,NO
INDOTHAI.NS,Capital Markets,NO,NO,NO
INDOUS.NS,Agricultural Food & other Products,NO,NO,NO
INDOWIND.NS,Power,NO,NO,NO
INDRAMEDCO.NS,Healthcare Services,NO,NO,NO
INDSWFTLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
INDTERRAIN.NS,Textiles & Apparels,NO,NO,NO
INDUSINDBK.NS,Banks,NO,NO,NO
INDUSINVIT.NS,Transport Infrastructure,NO,NO,NO
INDUSTOWER.NS,Telecom - Services,NO,NO,NO
INFINIUM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
INFLUX.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
INFOBEAN.NS,IT - Software,NO,NO,NO
INFOLLION.NS,Commercial Services & Supplies,NO,NO,NO
INFOMEDIA.NS,Printing & Publication,NO,NO,NO
INFY.NS,IT - Software,NO,NO,NO
INGERRAND.NS,Industrial Products,NO,NO,NO
INM.NS,Consumer Durables,NO,NO,NO
INNOMET.NS,Diversified Metals,NO,NO,NO
INNOVACAP.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
INNOVANA.NS,IT - Software,NO,NO,NO
INNOVISION.NS,Transport Infrastructure,NO,NO,NO
INOXGREEN.NS,Power,NO,NO,NO
INOXINDIA.NS,Industrial Products,NO,NO,NO
INOXWIND.NS,Electrical Equipment,NO,NO,NO
INSECTICID.NS,Fertilizers & Agrochemicals,NO,NO,NO
INSPIRE.NS,Entertainment,NO,NO,NO
INSPIRISYS.NS,IT - Services,NO,NO,NO
INTEGRITY.NS,Construction,NO,NO,NO
INTELLECT.NS,IT - Software,NO,NO,NO
INTENTECH.NS,IT - Services,NO,NO,NO
INTERARCH.NS,Construction,NO,NO,NO
INTLCONV.NS,Industrial Manufacturing,NO,NO,NO
INVENTURE.NS,Capital Markets,NO,NO,NO
INVICTA.NS,Healthcare Services,NO,NO,NO
IOB.NS,Banks,NO,NO,NO
IOC.NS,Petroleum Products,NO,NO,NO
IOLCP.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
IONEXCHANG.NS,Other Utilities,NO,NO,NO
IPCALAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
IPHL.NS,Chemicals & Petrochemicals,NO,NO,NO
IPL.NS,Fertilizers & Agrochemicals,NO,NO,NO
IPSL.NS,Commercial Services & Supplies,NO,NO,NO
IRB.NS,Construction,NO,NO,NO
IRBINVIT.NS,Transport Infrastructure,NO,NO,NO
IRCON.NS,Construction,NO,NO,NO
IRCTC.NS,Leisure Services,NO,NO,NO
IREDA.NS,Finance,NO,NO,NO
IRFC.NS,Finance,NO,NO,NO
IRIS.NS,IT - Software,NO,NO,NO
IRISDOREME.NS,Textiles & Apparels,NO,NO,NO
IRMENERGY.NS,Gas,NO,NO,NO
ISFT.NS,Retailing,NO,NO,NO
ISGEC.NS,Construction,NO,NO,NO
ISHAN.NS,Industrial Manufacturing,NO,NO,NO
ISHANCH.NS,Chemicals & Petrochemicals,NO,NO,NO
ITALIANE.NS,Food Products,NO,NO,NO
ITC.NS,Diversified FMCG,NO,NO,NO
ITCHOTELS.NS,Leisure Services,NO,NO,NO
ITDC.NS,Leisure Services,NO,NO,NO
ITI.NS,Telecom - Equipment & Accessories,NO,NO,NO
ITTL.NS,Auto Components,NO,NO,NO
IVALUE.NS,IT - Services,NO,NO,NO
IVC.NS,Capital Markets,NO,NO,NO
IVP.NS,Chemicals & Petrochemicals,NO,NO,NO
IWARE.NS,Transport Services,NO,NO,NO
IXIGO.NS,Leisure Services,NO,NO,NO
IZMO.NS,IT - Services,NO,NO,NO
J&KBANK.NS,Banks,NO,NO,NO
JAGRAN.NS,Media,NO,NO,NO
JAGSNPHARM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
JAIBALAJI.NS,Ferrous Metals,NO,NO,NO
JAICORPLTD.NS,Industrial Products,NO,NO,NO
JAINAM.NS,Ferrous Metals,NO,NO,NO
JAINIK.NS,Non - Ferrous Metals,NO,NO,NO
JAINREC.NS,Diversified Metals,NO,NO,NO
JAIPURKURT.NS,Textiles & Apparels,NO,NO,NO
JALAN.NS,Transport Services,NO,NO,NO
JAMNAAUTO.NS,Auto Components,NO,NO,NO
JARO.NS,Other Consumer Services,NO,NO,NO
JASH.NS,Industrial Manufacturing,NO,NO,NO
JAYAGROGN.NS,Chemicals & Petrochemicals,NO,NO,NO
JAYBARMARU.NS,Auto Components,NO,NO,NO
JAYBEE.NS,Industrial Products,NO,NO,NO
JAYESH.NS,Transport Services,NO,NO,NO
JAYKAY.NS,Aerospace & Defense,NO,NO,NO
JAYNECOIND.NS,Industrial Products,NO,NO,NO
JAYSREETEA.NS,Agricultural Food & other Products,NO,NO,NO
JBCHEPHARM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
JBMA.NS,Auto Components,NO,NO,NO
JETFREIGHT.NS,Transport Services,NO,NO,NO
JEYYAM.NS,Food Products,NO,NO,NO
JFLLIFE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
JGCHEM.NS,Chemicals & Petrochemicals,NO,NO,NO
JHS.NS,Personal Products,NO,NO,NO
JINDALPHOT.NS,Finance,NO,NO,NO
JINDALPOLY.NS,Industrial Products,NO,NO,NO
JINDALSAW.NS,Industrial Products,NO,NO,NO
JINDALSTEL.NS,Ferrous Metals,NO,NO,NO
JINDRILL.NS,Oil,NO,NO,NO
JINDWORLD.NS,Textiles & Apparels,NO,NO,NO
JIOFIN.NS,Finance,NO,NO,NO
JISLDVREQS.NS,Industrial Products,NO,NO,NO
JISLJALEQS.NS,Industrial Products,NO,NO,NO
JITFINFRA.NS,Other Utilities,NO,NO,NO
JIWANRAM.NS,Industrial Products,NO,NO,NO
JKCEMENT.NS,Cement & Cement Products,NO,NO,NO
JKIL.NS,Construction,NO,NO,NO
JKIPL.NS,"Agricultural, Commercial & Construction Vehicles",NO,NO,NO
JKLAKSHMI.NS,Cement & Cement Products,NO,NO,NO
JKPAPER.NS,"Paper, Forest & Jute Products",NO,NO,NO
JKTYRE.NS,Auto Components,NO,NO,NO
JLHL.NS,Healthcare Services,NO,NO,NO
JMA.NS,Auto Components,NO,NO,NO
JMFINANCIL.NS,Finance,NO,NO,NO
JNKINDIA.NS,Industrial Manufacturing,NO,NO,NO
JOCIL.NS,Chemicals & Petrochemicals,NO,NO,NO
JPASSOCIAT.NS,Construction,NO,NO,NO
JPOLYINVST.NS,Finance,NO,NO,NO
JPPOWER.NS,Power,NO,NO,NO
JSFB.NS,Banks,NO,NO,NO
JSL.NS,Ferrous Metals,NO,NO,NO
JSLL.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
JSWCEMENT.NS,Cement & Cement Products,NO,NO,NO
JSWENERGY.NS,Power,NO,NO,NO
JSWHL.NS,Finance,NO,NO,NO
JSWINFRA.NS,Transport Infrastructure,NO,NO,NO
JSWSTEEL.NS,Ferrous Metals,NO,NO,NO
JTEKTINDIA.NS,Auto Components,NO,NO,NO
JTLIND.NS,Industrial Products,NO,NO,NO
JUBLCPL.NS,Chemicals & Petrochemicals,NO,NO,NO
JUBLFOOD.NS,Leisure Services,NO,NO,NO
JUBLINGREA.NS,Chemicals & Petrochemicals,NO,NO,NO
JUBLPHARMA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
JUNIPER.NS,Leisure Services,NO,NO,NO
JUSTDIAL.NS,Retailing,NO,NO,NO
JWL.NS,Industrial Manufacturing,NO,NO,NO
JYOTHYLAB.NS,Household Products,NO,NO,NO
JYOTICNC.NS,Industrial Manufacturing,NO,NO,NO
JYOTIGLOBL.NS,Industrial Products,NO,NO,NO
JYOTISTRUC.NS,Electrical Equipment,NO,NO,NO
K2INFRA.NS,Construction,NO,NO,NO
KABRAEXTRU.NS,Industrial Manufacturing,NO,NO,NO
KAJARIACER.NS,Consumer Durables,NO,NO,NO
KAKATCEM.NS,Cement & Cement Products,NO,NO,NO
KALAMANDIR.NS,Retailing,NO,NO,NO
KALANA.NS,Industrial Products,NO,NO,NO
KALPATARU.NS,Realty,NO,NO,NO
KALYANIFRG.NS,Industrial Products,NO,NO,NO
KALYANKJIL.NS,Consumer Durables,NO,NO,NO
KAMATHOTEL.NS,Leisure Services,NO,NO,NO
KAMDHENU.NS,Industrial Products,NO,NO,NO
KAMOPAINTS.NS,Consumer Durables,NO,NO,NO
KANANIIND.NS,Consumer Durables,NO,NO,NO
KANDARP.NS,Commercial Services & Supplies,NO,NO,NO
KANORICHEM.NS,Industrial Manufacturing,NO,NO,NO
KANPRPLA.NS,Industrial Products,NO,NO,NO
KANSAINER.NS,Consumer Durables,NO,NO,NO
KAPSTON.NS,Commercial Services & Supplies,NO,NO,NO
KARMAENG.NS,Power,NO,NO,NO
KARNIKA.NS,Textiles & Apparels,NO,NO,NO
KARURVYSYA.NS,Banks,NO,NO,NO
KATARIA.NS,Industrial Manufacturing,NO,NO,NO
KAUSHALYA.NS,Leisure Services,NO,NO,NO
KAVDEFENCE.NS,Telecom - Equipment & Accessories,NO,NO,NO
KAYA.NS,Leisure Services,NO,NO,NO
KAYNES.NS,Industrial Manufacturing,NO,NO,NO
KAYTEX.NS,Textiles & Apparels,NO,NO,NO
KCEIL.NS,Construction,NO,NO,NO
KCK.NS,Agricultural Food & other Products,NO,NO,NO
KCP.NS,Cement & Cement Products,NO,NO,NO
KCPSUGIND.NS,Agricultural Food & other Products,NO,NO,NO
KDDL.NS,Consumer Durables,NO,NO,NO
KDL.NS,Telecom - Services,NO,NO,NO
KEC.NS,Construction,NO,NO,NO
KECL.NS,Electrical Equipment,NO,NO,NO
KEEPLEARN.NS,Other Consumer Services,NO,NO,NO
KEI.NS,Industrial Products,NO,NO,NO
KEL.NS,Consumer Durables,NO,NO,NO
KELLTONTEC.NS,IT - Services,NO,NO,NO
KEN.NS,Textiles & Apparels,NO,NO,NO
KENNAMET.NS,Industrial Manufacturing,NO,NO,NO
KERNEX.NS,Transport Services,NO,NO,NO
KESORAMIND.NS,Cement & Cement Products,NO,NO,NO
KEYFINSERV.NS,Capital Markets,NO,NO,NO
KFINTECH.NS,Capital Markets,NO,NO,NO
KHADIM.NS,Consumer Durables,NO,NO,NO
KHAICHEM.NS,Fertilizers & Agrochemicals,NO,NO,NO
KHAITANLTD.NS,Consumer Durables,NO,NO,NO
KHANDSE.NS,Capital Markets,NO,NO,NO
KHFM.NS,Commercial Services & Supplies,NO,NO,NO
KICL.NS,Finance,NO,NO,NO
KILITCH.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
KIMS.NS,Healthcare Services,NO,NO,NO
KINGFA.NS,Industrial Products,NO,NO,NO
KIOCL.NS,Ferrous Metals,NO,NO,NO
KIRIINDUS.NS,Chemicals & Petrochemicals,NO,NO,NO
KIRLFER.NS,Ferrous Metals,NO,NO,NO
KIRLOSBROS.NS,Industrial Products,NO,NO,NO
KIRLOSENG.NS,Industrial Products,NO,NO,NO
KIRLOSIND.NS,Industrial Products,NO,NO,NO
KIRLPNU.NS,Industrial Products,NO,NO,NO
KITEX.NS,Textiles & Apparels,NO,NO,NO
KKCL.NS,Textiles & Apparels,NO,NO,NO
KKJEWELS.NS,Consumer Durables,NO,NO,NO
KKVAPOW.NS,Consumer Durables,NO,NO,NO
KLL.NS,Retailing,NO,NO,NO
KMEW.NS,Engineering Services,NO,NO,NO
KMSUGAR.NS,Agricultural Food & other Products,NO,NO,NO
KNAGRI.NS,Agricultural Food & other Products,NO,NO,NO
KNRCON.NS,Construction,NO,NO,NO
KODYTECH.NS,IT - Software,NO,NO,NO
KOHINOOR.NS,Agricultural Food & other Products,NO,NO,NO
KOKUYOCMLN.NS,Household Products,NO,NO,NO
KOLTEPATIL.NS,Realty,NO,NO,NO
KONSTELEC.NS,Construction,NO,NO,NO
KONTOR.NS,Commercial Services & Supplies,NO,NO,NO
KOPRAN.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
KORE.NS,Retailing,NO,NO,NO
KOTAKBANK.NS,Banks,NO,NO,NO
KOTARISUG.NS,Agricultural Food & other Products,NO,NO,NO
KOTHARIPET.NS,Chemicals & Petrochemicals,NO,NO,NO
KOTHARIPRO.NS,Commercial Services & Supplies,NO,NO,NO
KOTYARK.NS,Petroleum Products,NO,NO,NO
KOVAI.NS,Healthcare Services,NO,NO,NO
KPEL.NS,Power,NO,NO,NO
KPIGREEN.NS,Power,NO,NO,NO
KPIL.NS,Construction,NO,NO,NO
KPITTECH.NS,IT - Software,NO,NO,NO
KPRMILL.NS,Textiles & Apparels,NO,NO,NO
KRBL.NS,Agricultural Food & other Products,NO,NO,NO
KREBSBIO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
KRIDHANINF.NS,Construction,NO,NO,NO
KRISHANA.NS,Fertilizers & Agrochemicals,NO,NO,NO
KRISHCA.NS,Industrial Products,NO,NO,NO
KRISHIVAL.NS,Food Products,NO,NO,NO
KRISHNADEF.NS,Aerospace & Defense,NO,NO,NO
KRISNAFILA.NS,Industrial Products,NO,NO,NO
KRITI.NS,Industrial Products,NO,NO,NO
KRITIKA.NS,Industrial Products,NO,NO,NO
KRITINUT.NS,Agricultural Food & other Products,NO,NO,NO
KRMAYURVED.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
KRN.NS,Industrial Products,NO,NO,NO
KRONOX.NS,Chemicals & Petrochemicals,NO,NO,NO
KROSS.NS,Auto Components,NO,NO,NO
KRSNAA.NS,Healthcare Services,NO,NO,NO
KRT.NS,Realty,NO,NO,NO
KRYSTAL.NS,Commercial Services & Supplies,NO,NO,NO
KSB.NS,Industrial Products,NO,NO,NO
KSCL.NS,Agricultural Food & other Products,NO,NO,NO
KSHINTL.NS,Industrial Products,NO,NO,NO
KSHITIJPOL.NS,Chemicals & Petrochemicals,NO,NO,NO
KSL.NS,Industrial Products,NO,NO,NO
KSOLVES.NS,IT - Software,NO,NO,NO
KSR.NS,Commercial Services & Supplies,NO,NO,NO
KTKBANK.NS,Banks,NO,NO,NO
KUANTUM.NS,"Paper, Forest & Jute Products",NO,NO,NO
KWIL.NS,Food Products,NO,NO,NO
LAGNAM.NS,Textiles & Apparels,NO,NO,NO
LAKPRE.NS,Auto Components,NO,NO,NO
LAKSHYA.NS,Construction,NO,NO,NO
LAL.NS,Textiles & Apparels,NO,NO,NO
LALPATHLAB.NS,Healthcare Services,NO,NO,NO
LAMBODHARA.NS,Textiles & Apparels,NO,NO,NO
LAMOSAIC.NS,Consumer Durables,NO,NO,NO
LANCER.NS,Transport Services,NO,NO,NO
LANCORHOL.NS,Realty,NO,NO,NO
LANDMARK.NS,Automobiles,NO,NO,NO
LANDSMILL.NS,Commercial Services & Supplies,NO,NO,NO
LAOPALA.NS,Consumer Durables,NO,NO,NO
LASA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
LATENTVIEW.NS,IT - Software,NO,NO,NO
LATTEYS.NS,Industrial Products,NO,NO,NO
LAURUSLABS.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
LAXMICOT.NS,Textiles & Apparels,NO,NO,NO
LAXMIDENTL.NS,Healthcare Equipment & Supplies,NO,NO,NO
LAXMIINDIA.NS,Finance,NO,NO,NO
LCCINFOTEC.NS,Other Consumer Services,NO,NO,NO
LEMERITE.NS,Textiles & Apparels,NO,NO,NO
LEMONTREE.NS,Leisure Services,NO,NO,NO
LENSKART.NS,Retailing,NO,NO,NO
LEXUS.NS,Consumer Durables,NO,NO,NO
LFIC.NS,Finance,NO,NO,NO
LGBBROSLTD.NS,Auto Components,NO,NO,NO
LGEINDIA.NS,Consumer Durables,NO,NO,NO
LGHL.NS,Consumer Durables,NO,NO,NO
LIBAS.NS,Textiles & Apparels,NO,NO,NO
LIBERTSHOE.NS,Consumer Durables,NO,NO,NO
LICHSGFIN.NS,Finance,NO,NO,NO
LICI.NS,Insurance,NO,NO,NO
LIKHITHA.NS,Construction,NO,NO,NO
LINC.NS,Household Products,NO,NO,NO
LINCOLN.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
LINDEINDIA.NS,Chemicals & Petrochemicals,NO,NO,NO
LLOYDS.NS,Leisure Services,NO,NO,NO
LLOYDSENGG.NS,Industrial Manufacturing,NO,NO,NO
LLOYDSENT.NS,Metals & Minerals Trading,NO,NO,NO
LLOYDSME.NS,Minerals & Mining,NO,NO,NO
LMW.NS,Industrial Manufacturing,NO,NO,NO
LODHA.NS,Realty,NO,NO,NO
LOKESHMACH.NS,Industrial Manufacturing,NO,NO,NO
LORDSCHLO.NS,Chemicals & Petrochemicals,NO,NO,NO
LOTUSDEV.NS,Realty,NO,NO,NO
LOTUSEYE.NS,Healthcare Services,NO,NO,NO
LOVABLE.NS,Textiles & Apparels,NO,NO,NO
LOYALTEX.NS,Textiles & Apparels,NO,NO,NO
LPDC.NS,Realty,NO,NO,NO
LRRPL.NS,Industrial Products,NO,NO,NO
LT.NS,Construction,NO,NO,NO
LTF.NS,Finance,NO,NO,NO
LTFOODS.NS,Agricultural Food & other Products,NO,NO,NO
LTM.NS,IT - Software,NO,NO,NO
LTTS.NS,IT - Services,NO,NO,NO
LUMAXIND.NS,Auto Components,NO,NO,NO
LUMAXTECH.NS,Auto Components,NO,NO,NO
LUPIN.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
LUXIND.NS,Textiles & Apparels,NO,NO,NO
LXCHEM.NS,Chemicals & Petrochemicals,NO,NO,NO
LYKALABS.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
LYPSAGEMS.NS,Consumer Durables,NO,NO,NO
M&M.NS,Automobiles,NO,NO,NO
M&MFIN.NS,Finance,NO,NO,NO
MAANALU.NS,Non - Ferrous Metals,NO,NO,NO
MACOBSTECH.NS,Personal Products,NO,NO,NO
MACPOWER.NS,Industrial Manufacturing,NO,NO,NO
MADHAV.NS,Consumer Durables,NO,NO,NO
MADHAVBAUG.NS,Healthcare Equipment & Supplies,NO,NO,NO
MADHUCON.NS,Construction,NO,NO,NO
MADHUSUDAN.NS,Food Products,NO,NO,NO
MADRASFERT.NS,Fertilizers & Agrochemicals,NO,NO,NO
MAGADSUGAR.NS,Agricultural Food & other Products,NO,NO,NO
MAGNUM.NS,"Paper, Forest & Jute Products",NO,NO,NO
MAGSON.NS,Food Products,NO,NO,NO
MAHABANK.NS,Banks,NO,NO,NO
MAHAPEXLTD.NS,Finance,NO,NO,NO
MAHASTEEL.NS,Industrial Products,NO,NO,NO
MAHEPC.NS,Industrial Manufacturing,NO,NO,NO
MAHESHWARI.NS,Diversified,NO,NO,NO
MAHICKRA.NS,Chemicals & Petrochemicals,NO,NO,NO
MAHLIFE.NS,Realty,NO,NO,NO
MAHLOG.NS,Transport Services,NO,NO,NO
MAHSCOOTER.NS,Finance,NO,NO,NO
MAHSEAMLES.NS,Industrial Products,NO,NO,NO
MAITHANALL.NS,Ferrous Metals,NO,NO,NO
MAITREYA.NS,Healthcare Services,NO,NO,NO
MAKS.NS,Industrial Products,NO,NO,NO
MAL.NS,Industrial Products,NO,NO,NO
MALLCOM.NS,Industrial Products,NO,NO,NO
MALUPAPER.NS,"Paper, Forest & Jute Products",NO,NO,NO
MAMATA.NS,Industrial Manufacturing,NO,NO,NO
MANAKALUCO.NS,Non - Ferrous Metals,NO,NO,NO
MANAKCOAT.NS,Industrial Products,NO,NO,NO
MANAKSIA.NS,Industrial Products,NO,NO,NO
MANAKSTEEL.NS,Ferrous Metals,NO,NO,NO
MANALIPETC.NS,Chemicals & Petrochemicals,NO,NO,NO
MANAPPURAM.NS,Finance,NO,NO,NO
MANAV.NS,Construction,NO,NO,NO
MANBA.NS,Finance,NO,NO,NO
MANCREDIT.NS,Finance,NO,NO,NO
MANDEEP.NS,Auto Components,NO,NO,NO
MANGALAM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
MANGLMCEM.NS,Cement & Cement Products,NO,NO,NO
MANILAM.NS,Consumer Durables,NO,NO,NO
MANINDS.NS,Industrial Products,NO,NO,NO
MANINFRA.NS,Construction,NO,NO,NO
MANKIND.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
