Symbol,Sector,Daily,Weekly,Monthly
TECHD.NS,IT - Services,NO,NO,NO
TECHERA.NS,Aerospace & Defense,NO,NO,NO
TECHLABS.NS,IT - Software,NO,NO,NO
TECHM.NS,IT - Software,NO,NO,NO
TECHNOE.NS,Construction,NO,NO,NO
TECILCHEM.NS,Chemicals & Petrochemicals,NO,NO,NO
TEGA.NS,Industrial Manufacturing,NO,NO,NO
TEJASCARGO.NS,Transport Services,NO,NO,NO
TEJASNET.NS,Telecom - Equipment & Accessories,NO,NO,NO
TEMBO.NS,Industrial Products,NO,NO,NO
TENNIND.NS,Auto Components,NO,NO,NO
TERASOFT.NS,IT - Services,NO,NO,NO
TEXINFRA.NS,Commercial Services & Supplies,NO,NO,NO
TEXMOPIPES.NS,Industrial Products,NO,NO,NO
TEXRAIL.NS,Industrial Manufacturing,NO,NO,NO
TFCILTD.NS,Finance,NO,NO,NO
TFL.NS,Finance,NO,NO,NO
TGBHOTELS.NS,Leisure Services,NO,NO,NO
TGL.NS,Construction,NO,NO,NO
THANGAMAYL.NS,Consumer Durables,NO,NO,NO
THEINVEST.NS,Finance,NO,NO,NO
THEJO.NS,Industrial Manufacturing,NO,NO,NO
THELEELA.NS,Leisure Services,NO,NO,NO
THEMISMED.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
THERMAX.NS,Electrical Equipment,NO,NO,NO
THESL.NS,Other Consumer Services,NO,NO,NO
THOMASCOOK.NS,Leisure Services,NO,NO,NO
THOMASCOTT.NS,Textiles & Apparels,NO,NO,NO
THYROCARE.NS,Healthcare Services,NO,NO,NO
TI.NS,Beverages,NO,NO,NO
TICL.NS,Construction,NO,NO,NO
TIGERLOGS.NS,Transport Services,NO,NO,NO
TIIL.NS,Industrial Products,NO,NO,NO
TIINDIA.NS,Auto Components,NO,NO,NO
TIJARIA.NS,Industrial Products,NO,NO,NO
TIL.NS,"Agricultural, Commercial & Construction Vehicles",NO,NO,NO
TIMESCAN.NS,Transport Services,NO,NO,NO
TIMETECHNO.NS,Industrial Products,NO,NO,NO
TIMKEN.NS,Industrial Products,NO,NO,NO
TINNARUBR.NS,Industrial Products,NO,NO,NO
TIPSFILMS.NS,Entertainment,NO,NO,NO
TIPSMUSIC.NS,Entertainment,NO,NO,NO
TIRUMALCHM.NS,Chemicals & Petrochemicals,NO,NO,NO
TIRUPATI.NS,Industrial Products,NO,NO,NO
TIRUPATIFL.NS,Industrial Products,NO,NO,NO
TITAGARH.NS,Industrial Manufacturing,NO,NO,NO
TITAN.NS,Consumer Durables,NO,NO,NO
TMB.NS,Banks,NO,NO,NO
TMCV.NS,"Agricultural, Commercial & Construction Vehicles",NO,NO,NO
TMPV.NS,Automobiles,NO,NO,NO
TNPETRO.NS,Chemicals & Petrochemicals,NO,NO,NO
TNPL.NS,"Paper, Forest & Jute Products",NO,NO,NO
TNTELE.NS,Telecom - Equipment & Accessories,NO,NO,NO
TOKYOPLAST.NS,Consumer Durables,NO,NO,NO
TOLINS.NS,Auto Components,NO,NO,NO
TORNTPHARM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
TORNTPOWER.NS,Power,NO,NO,NO
TOTAL.NS,Transport Services,NO,NO,NO
TOUCHWOOD.NS,Other Consumer Services,NO,NO,NO
TPHQ.NS,Construction,NO,NO,NO
TPLPLASTEH.NS,Industrial Products,NO,NO,NO
TRACXN.NS,Commercial Services & Supplies,NO,NO,NO
TRANSRAILL.NS,Electrical Equipment,NO,NO,NO
TRANSTEEL.NS,Consumer Durables,NO,NO,NO
TRANSWIND.NS,Commercial Services & Supplies,NO,NO,NO
TRANSWORLD.NS,Transport Services,NO,NO,NO
TRAVELFOOD.NS,Leisure Services,NO,NO,NO
TREEHOUSE.NS,Other Consumer Services,NO,NO,NO
TREJHARA.NS,IT - Software,NO,NO,NO
TREL.NS,Transport Services,NO,NO,NO
TRENT.NS,Retailing,NO,NO,NO
TRF.NS,Industrial Manufacturing,NO,NO,NO
TRIDENT.NS,Textiles & Apparels,NO,NO,NO
TRIDHYA.NS,Commercial Services & Supplies,NO,NO,NO
TRIGYN.NS,IT - Software,NO,NO,NO
TRITURBINE.NS,Electrical Equipment,NO,NO,NO
TRIVENI.NS,Agricultural Food & other Products,NO,NO,NO
TROM.NS,Electrical Equipment,NO,NO,NO
TRU.NS,Finance,NO,NO,NO
TRUALT.NS,Agricultural Food & other Products,NO,NO,NO
TRUST.NS,IT - Software,NO,NO,NO
TSC.NS,Leisure Services,NO,NO,NO
TSFINV.NS,Finance,NO,NO,NO
TTKHLTCARE.NS,Diversified,NO,NO,NO
TTKPRESTIG.NS,Consumer Durables,NO,NO,NO
TTL.NS,Textiles & Apparels,NO,NO,NO
TTML.NS,Telecom - Services,NO,NO,NO
TUNWAL.NS,Automobiles,NO,NO,NO
TVSELECT.NS,IT - Hardware,NO,NO,NO
TVSHLTD.NS,Finance,NO,NO,NO
TVSINVIT.NS,Commercial Services & Supplies,NO,NO,NO
TVSMOTOR.NS,Automobiles,NO,NO,NO
TVSSCS.NS,Transport Services,NO,NO,NO
TVSSRICHAK.NS,Auto Components,NO,NO,NO
TVTODAY.NS,Entertainment,NO,NO,NO
TVVISION.NS,Entertainment,NO,NO,NO
UBL.NS,Beverages,NO,NO,NO
UCAL.NS,Auto Components,NO,NO,NO
UCL.NS,Chemicals & Petrochemicals,NO,NO,NO
UCOBANK.NS,Banks,NO,NO,NO
UDS.NS,Commercial Services & Supplies,NO,NO,NO
UEL.NS,Power,NO,NO,NO
UFBL.NS,Leisure Services,NO,NO,NO
UFLEX.NS,Industrial Products,NO,NO,NO
UFO.NS,Entertainment,NO,NO,NO
UGARSUGAR.NS,Agricultural Food & other Products,NO,NO,NO
UGROCAP.NS,Finance,NO,NO,NO
UHTL.NS,Industrial Products,NO,NO,NO
UJJIVANSFB.NS,Banks,NO,NO,NO
ULTRACEMCO.NS,Cement & Cement Products,NO,NO,NO
UMA.NS,Industrial Products,NO,NO,NO
UMAEXPORTS.NS,Commercial Services & Supplies,NO,NO,NO
UMESLTD.NS,Other Consumer Services,NO,NO,NO
UMIYA-MRO.NS,Telecom - Equipment & Accessories,NO,NO,NO
UNICHEMLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
UNIDT.NS,Industrial Manufacturing,NO,NO,NO
UNIECOM.NS,IT - Software,NO,NO,NO
UNIENTER.NS,Chemicals & Petrochemicals,NO,NO,NO
UNIHEALTH.NS,Healthcare Services,NO,NO,NO
UNIINFO.NS,Telecom - Services,NO,NO,NO
UNILEX.NS,Chemicals & Petrochemicals,NO,NO,NO
UNIMECH.NS,Aerospace & Defense,NO,NO,NO
UNIONBANK.NS,Banks,NO,NO,NO
UNIPARTS.NS,Auto Components,NO,NO,NO
UNITDSPR.NS,Beverages,NO,NO,NO
UNITECH.NS,Realty,NO,NO,NO
UNITEDPOLY.NS,Textiles & Apparels,NO,NO,NO
UNITEDTEA.NS,Agricultural Food & other Products,NO,NO,NO
UNIVAFOODS.NS,Leisure Services,NO,NO,NO
UNIVASTU.NS,Construction,NO,NO,NO
UNIVCABLES.NS,Industrial Products,NO,NO,NO
UNIVPHOTO.NS,Consumer Durables,NO,NO,NO
UNOMINDA.NS,Auto Components,NO,NO,NO
UPL.NS,Fertilizers & Agrochemicals,NO,NO,NO
URAVIDEF.NS,Auto Components,NO,NO,NO
URBAN.NS,Other Utilities,NO,NO,NO
URBANCO.NS,Retailing,NO,NO,NO
URJA.NS,Electrical Equipment,NO,NO,NO
USASEEDS.NS,Agricultural Food & other Products,NO,NO,NO
USHAFIN.NS,Finance,NO,NO,NO
USHAMART.NS,Industrial Products,NO,NO,NO
USK.NS,Construction,NO,NO,NO
UTIAMC.NS,Capital Markets,NO,NO,NO
UTKARSHBNK.NS,Banks,NO,NO,NO
UTLSOLAR.NS,Electrical Equipment,NO,NO,NO
UTSSAV.NS,Consumer Durables,NO,NO,NO
UTTAMSUGAR.NS,Agricultural Food & other Products,NO,NO,NO
UWCSL.NS,Auto Components,NO,NO,NO
UYFINCORP.NS,Finance,NO,NO,NO
V2RETAIL.NS,Retailing,NO,NO,NO
VADILALIND.NS,Food Products,NO,NO,NO
VAIBHAVGBL.NS,Consumer Durables,NO,NO,NO
VAISHALI.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
VAKRANGEE.NS,IT - Services,NO,NO,NO
VALIANTLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
VALIANTORG.NS,Chemicals & Petrochemicals,NO,NO,NO
VARDHACRLC.NS,Textiles & Apparels,NO,NO,NO
VARDMNPOLY.NS,Textiles & Apparels,NO,NO,NO
VARROC.NS,Auto Components,NO,NO,NO
VASA.NS,Household Products,NO,NO,NO
VASCONEQ.NS,Realty,NO,NO,NO
VASWANI.NS,Ferrous Metals,NO,NO,NO
VBL.NS,Beverages,NO,NO,NO
VCL.NS,Textiles & Apparels,NO,NO,NO
VDEAL.NS,Electrical Equipment,NO,NO,NO
VEDL.NS,Diversified Metals,NO,NO,NO
VEEDOL.NS,Petroleum Products,NO,NO,NO
VEEKAYEM.NS,Textiles & Apparels,NO,NO,NO
VELS.NS,Entertainment,NO,NO,NO
VENKEYS.NS,Food Products,NO,NO,NO
VENTIVE.NS,Leisure Services,NO,NO,NO
VENUSPIPES.NS,Industrial Products,NO,NO,NO
VENUSREM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
VERA.NS,Textiles & Apparels,NO,NO,NO
VERANDA.NS,Other Consumer Services,NO,NO,NO
VERITAAS.NS,Media,NO,NO,NO
VERTEXPLUS.NS,IT - Services,NO,NO,NO
VERTIS.NS,Transport Infrastructure,NO,NO,NO
VERTOZ.NS,Media,NO,NO,NO
VESUVIUS.NS,Industrial Products,NO,NO,NO
VETO.NS,Consumer Durables,NO,NO,NO
VGINFOTECH.NS,IT - Software,NO,NO,NO
VGL.NS,Textiles & Apparels,NO,NO,NO
VGUARD.NS,Consumer Durables,NO,NO,NO
VHL.NS,Finance,NO,NO,NO
VHLTD.NS,Leisure Services,NO,NO,NO
VIAZ.NS,Auto Components,NO,NO,NO
VICTORYEV.NS,Automobiles,NO,NO,NO
VIDHIING.NS,Chemicals & Petrochemicals,NO,NO,NO
VIDYAWIRES.NS,Industrial Products,NO,NO,NO
VIESL.NS,Commercial Services & Supplies,NO,NO,NO
VIGOR.NS,Industrial Products,NO,NO,NO
VIJAYA.NS,Healthcare Services,NO,NO,NO
VIJAYPD.NS,Electrical Equipment,NO,NO,NO
VIJIFIN.NS,Finance,NO,NO,NO
VIKASECO.NS,Chemicals & Petrochemicals,NO,NO,NO
VIKASLIFE.NS,Commercial Services & Supplies,NO,NO,NO
VIKASPROP.NS,Agricultural Food & other Products,NO,NO,NO
VIKASWSP.NS,Agricultural Food & other Products,NO,NO,NO
VIKRAMSOLR.NS,Electrical Equipment,NO,NO,NO
VIKRAN.NS,Construction,NO,NO,NO
VILAS.NS,Industrial Products,NO,NO,NO
VILINBIO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
VIMTALABS.NS,Healthcare Services,NO,NO,NO
VINATIORGA.NS,Chemicals & Petrochemicals,NO,NO,NO
VINCOFE.NS,Commercial Services & Supplies,NO,NO,NO
VINDHYATEL.NS,Telecom - Services,NO,NO,NO
VINEETLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
VINNY.NS,Textiles & Apparels,NO,NO,NO
VINSYS.NS,Other Consumer Services,NO,NO,NO
VINYAS.NS,Industrial Manufacturing,NO,NO,NO
VINYLINDIA.NS,Chemicals & Petrochemicals,NO,NO,NO
VIPCLOTHNG.NS,Textiles & Apparels,NO,NO,NO
VIPIND.NS,Consumer Durables,NO,NO,NO
VIPULLTD.NS,Realty,NO,NO,NO
VIRINCHI.NS,IT - Software,NO,NO,NO
VISAKAIND.NS,Cement & Cement Products,NO,NO,NO
VISAMAN.NS,Industrial Products,NO,NO,NO
VISASTEEL.NS,Ferrous Metals,NO,NO,NO
VISHAL.NS,Textiles & Apparels,NO,NO,NO
VISHNU.NS,Chemicals & Petrochemicals,NO,NO,NO
VISHNUINFR.NS,Other Construction Materials,NO,NO,NO
VISHWARAJ.NS,Agricultural Food & other Products,NO,NO,NO
VISHWAS.NS,Agricultural Food & other Products,NO,NO,NO
VITAL.NS,Chemicals & Petrochemicals,NO,NO,NO
VIVIANA.NS,Construction,NO,NO,NO
VIVIDEL.NS,Electrical Equipment,NO,NO,NO
VIVIDHA.NS,Textiles & Apparels,NO,NO,NO
VIVIMEDLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
VIVO.NS,Telecom - Services,NO,NO,NO
VIYASH.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
VLEGOV.NS,IT - Services,NO,NO,NO
VLINFRA.NS,Construction,NO,NO,NO
VLSFINANCE.NS,Finance,NO,NO,NO
VMARCIND.NS,Industrial Products,NO,NO,NO
VMART.NS,Retailing,NO,NO,NO
VMM.NS,Retailing,NO,NO,NO
VMSTMT.NS,Industrial Products,NO,NO,NO
VOLERCAR.NS,Transport Services,NO,NO,NO
VOLTAMP.NS,Electrical Equipment,NO,NO,NO
VOLTAS.NS,Consumer Durables,NO,NO,NO
VPRPL.NS,Construction,NO,NO,NO
VR.NS,Realty,NO,NO,NO
VRAJ.NS,Ferrous Metals,NO,NO,NO
VRLLOG.NS,Transport Services,NO,NO,NO
VSCL.NS,Chemicals & Petrochemicals,NO,NO,NO
VSSL.NS,Industrial Products,NO,NO,NO
VSTIND.NS,Cigarettes & Tobacco Products,NO,NO,NO
VSTL.NS,Industrial Products,NO,NO,NO
VSTTILLERS.NS,"Agricultural, Commercial & Construction Vehicles",NO,NO,NO
VTL.NS,Textiles & Apparels,NO,NO,NO
WAAREEENER.NS,Electrical Equipment,NO,NO,NO
WAAREEINDO.NS,Electrical Equipment,NO,NO,NO
WAAREERTL.NS,Electrical Equipment,NO,NO,NO
WABAG.NS,Other Utilities,NO,NO,NO
WAKEFIT.NS,Consumer Durables,NO,NO,NO
WALCHANNAG.NS,Industrial Manufacturing,NO,NO,NO
WALPAR.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
WANBURY.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
WATERBASE.NS,Food Products,NO,NO,NO
WCIL.NS,Transport Services,NO,NO,NO
WEALTH.NS,Finance,NO,NO,NO
WEBELSOLAR.NS,Electrical Equipment,NO,NO,NO
WEIZMANIND.NS,Textiles & Apparels,NO,NO,NO
WEL.NS,Consumer Durables,NO,NO,NO
WELCORP.NS,Industrial Products,NO,NO,NO
WELENT.NS,Construction,NO,NO,NO
WELINV.NS,Finance,NO,NO,NO
WELSPUNLIV.NS,Textiles & Apparels,NO,NO,NO
WENDT.NS,Industrial Products,NO,NO,NO
WESTLIFE.NS,Leisure Services,NO,NO,NO
WEWIN.NS,Commercial Services & Supplies,NO,NO,NO
WEWORK.NS,Commercial Services & Supplies,NO,NO,NO
WHEELS.NS,Auto Components,NO,NO,NO
WHIRLPOOL.NS,Consumer Durables,NO,NO,NO
WHITEFORCE.NS,Commercial Services & Supplies,NO,NO,NO
WILLAMAGOR.NS,Finance,NO,NO,NO
WINDLAS.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
WINDMACHIN.NS,Industrial Manufacturing,NO,NO,NO
WINNY.NS,Leisure Services,NO,NO,NO
WINSOL.NS,Construction,NO,NO,NO
WINSOME.NS,Textiles & Apparels,NO,NO,NO
WIPL.NS,Consumer Durables,NO,NO,NO
WIPRO.NS,IT - Software,NO,NO,NO
WOCKPHARMA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
WOL3D.NS,Industrial Products,NO,NO,NO
WOMANCART.NS,Retailing,NO,NO,NO
WONDERLA.NS,Leisure Services,NO,NO,NO
WORTHPERI.NS,Industrial Products,NO,NO,NO
WSI.NS,Construction,NO,NO,NO
WSTCSTPAPR.NS,"Paper, Forest & Jute Products",NO,NO,NO
WTICAB.NS,Transport Services,NO,NO,NO
XCHANGING.NS,IT - Software,NO,NO,NO
XELPMOC.NS,IT - Software,NO,NO,NO
XPROINDIA.NS,Industrial Products,NO,NO,NO
XTGLOBAL.NS,IT - Software,NO,NO,NO
YAAP.NS,Media,NO,NO,NO
YASHO.NS,Chemicals & Petrochemicals,NO,NO,NO
YASHOPTICS.NS,Consumer Durables,NO,NO,NO
YATHARTH.NS,Healthcare Services,NO,NO,NO
YATRA.NS,Leisure Services,NO,NO,NO
YCCL.NS,Chemicals & Petrochemicals,NO,NO,NO
YESBANK.NS,Banks,NO,NO,NO
YUDIZ.NS,IT - Software,NO,NO,NO
YUKEN.NS,Industrial Products,NO,NO,NO
ZAGGLE.NS,IT - Services,NO,NO,NO
ZEAL.NS,Transport Services,NO,NO,NO
ZEEL.NS,Entertainment,NO,NO,NO
ZEELEARN.NS,Other Consumer Services,NO,NO,NO
ZEEMEDIA.NS,Entertainment,NO,NO,NO
ZENITHDRUG.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
ZENITHEXPO.NS,Consumer Durables,NO,NO,NO
ZENITHSTL.NS,Industrial Products,NO,NO,NO
ZENSARTECH.NS,IT - Software,NO,NO,NO
ZENTEC.NS,Aerospace & Defense,NO,NO,NO
ZFCVINDIA.NS,Auto Components,NO,NO,NO
ZIMLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
ZODIAC.NS,Construction,NO,NO,NO
ZODIACLOTH.NS,Textiles & Apparels,NO,NO,NO
ZOTA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
ZTECH.NS,Other Utilities,NO,NO,NO
ZUARI.NS,Fertilizers & Agrochemicals,NO,NO,NO
ZUARIIND.NS,Agricultural Food & other Products,NO,NO,NO
ZYDUSLIFE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
ZYDUSWELL.NS,Food Products,NO,NO,NO
