Symbol,Sector
MANAKSTEEL.NS,Ferrous Metals
MANALIPETC.NS,Chemicals & Petrochemicals
MANAPPURAM.NS,Finance
MANAV.NS,Construction
MANBA.NS,Finance
MANCREDIT.NS,Finance
MANDEEP.NS,Auto Components
MANGALAM.NS,Pharmaceuticals & Biotechnology
MANGLMCEM.NS,Cement & Cement Products
MANILAM.NS,Consumer Durables
MANINDS.NS,Industrial Products
MANINFRA.NS,Construction
MANKIND.NS,Pharmaceuticals & Biotechnology
MANOMAY.NS,Textiles & Apparels
MANORAMA.NS,Food Products
MANORG.NS,Chemicals & Petrochemicals
MANUGRAPH.NS,Industrial Manufacturing
MANYAVAR.NS,Retailing
MAPMYINDIA.NS,IT - Software
MARALOVER.NS,Textiles & Apparels
MARATHON.NS,Realty
MARC.NS,Commercial Services & Supplies
MARCO.NS,Industrial Products
MARICO.NS,Agricultural Food & other Products
MARINE.NS,Industrial Manufacturing
MARINETRAN.NS,Transport Services
MARKOLINES.NS,Construction
MARKSANS.NS,Pharmaceuticals & Biotechnology
MARSONS.NS,Electrical Equipment
MARUSHIKA.NS,IT - Hardware
MARUTI.NS,Automobiles
MASFIN.NS,Finance
MASKINVEST.NS,Finance
MASON.NS,Realty
MASTEK.NS,IT - Software
MASTER.NS,Industrial Products
MASTERTR.NS,Capital Markets
MATRIMONY.NS,Retailing
MAWANASUG.NS,Agricultural Food & other Products
MAXESTATES.NS,Realty
MAXHEALTH.NS,Healthcare Services
MAXIND.NS,Finance
MAXPOSURE.NS,Entertainment
MAXVOLT.NS,Auto Components
MAYASHEEL.NS,Construction
MAYURUNIQ.NS,Consumer Durables
MAZDA.NS,Industrial Manufacturing
MAZDOCK.NS,Industrial Manufacturing
MBAPL.NS,Fertilizers & Agrochemicals
MBEL.NS,Construction
MBLINFRA.NS,Construction
MCL.NS,Industrial Products
MCLEODRUSS.NS,Agricultural Food & other Products
MCLOUD.NS,IT - Software
MCON.NS,Other Construction Materials
MCX.NS,Capital Markets
MDL.NS,Consumer Durables
MEDANTA.NS,Healthcare Services
MEDIASSIST.NS,Insurance
MEDICAMEQ.NS,Pharmaceuticals & Biotechnology
MEDICO.NS,Pharmaceuticals & Biotechnology
MEDIORG.NS,Pharmaceuticals & Biotechnology
MEDISTEP.NS,Personal Products
MEDPLUS.NS,Retailing
MEESHO.NS,Retailing
MEGAFLEX.NS,Industrial Products
MEGASTAR.NS,Food Products
MEGATHERM.NS,Industrial Products
MEIL.NS,Electrical Equipment
MENONBE.NS,Auto Components
MEP.NS,Transport Infrastructure
METROBRAND.NS,Consumer Durables
METROPOLIS.NS,Healthcare Services
MFML.NS,Textiles & Apparels
MFSL.NS,Insurance
MGEL.NS,Agricultural Food & other Products
MGL.NS,Gas
MGSL.NS,IT - Services
MHHL.NS,Healthcare Equipment & Supplies
MHLXMIRU.NS,Textiles & Apparels
MHRIL.NS,Leisure Services
MICEL.NS,Industrial Products
MICROPRO.NS,IT - Software
MIDHANI.NS,Aerospace & Defense
MIDWESTLTD.NS,Consumer Durables
MIEL.NS,Commercial Services & Supplies
MILTON.NS,Consumer Durables
MINDACORP.NS,Auto Components
MINDSPACE.NS,Realty
MINDTECK.NS,IT - Software
MIRCELECTR.NS,Consumer Durables
MIRZAINT.NS,Consumer Durables
MITCON.NS,Commercial Services & Supplies
MITTAL.NS,Textiles & Apparels
MKPL.NS,Agricultural Food & other Products
MMEL.NS,Commercial Services & Supplies
MMFL.NS,Auto Components
MMP.NS,Non - Ferrous Metals
MMTC.NS,Commercial Services & Supplies
MOBIKWIK.NS,Financial Technology (Fintech)
MOBILISE.NS,IT - Software
MODINATUR.NS,Agricultural Food & other Products
MODIRUBBER.NS,Auto Components
MODIS.NS,Realty
MODISONLTD.NS,Electrical Equipment
MODTHREAD.NS,Textiles & Apparels
MOHITIND.NS,Textiles & Apparels
MOIL.NS,Minerals & Mining
MOKSH.NS,Consumer Durables
MOL.NS,Fertilizers & Agrochemicals
MOLDTECH.NS,Construction
MOLDTKPAC.NS,Industrial Products
MONARCH.NS,Capital Markets
MONEYBOXX.NS,Finance
MONOLITH.NS,Industrial Products
MONOPHARMA.NS,Pharmaceuticals & Biotechnology
MONTECARLO.NS,Textiles & Apparels
MORARJEE.NS,Textiles & Apparels
MOREPENLAB.NS,Pharmaceuticals & Biotechnology
MOS.NS,Financial Technology (Fintech)
MOSCHIP.NS,IT - Hardware
MOTHERSON.NS,Auto Components
MOTILALOFS.NS,Capital Markets
MOTISONS.NS,Consumer Durables
MOTOGENFIN.NS,Commercial Services & Supplies
MOXSH.NS,Other Consumer Services
MPEL.NS,Industrial Products
MPHASIS.NS,IT - Software
MPSLTD.NS,Other Consumer Services
MRF.NS,Auto Components
MRIL.NS,Construction
MRPL.NS,Petroleum Products
MSPL.NS,Industrial Products
MSTCLTD.NS,Commercial Services & Supplies
MSUMI.NS,Auto Components
MTARTECH.NS,Aerospace & Defense
MTEDUCARE.NS,Other Consumer Services
MTNL.NS,Telecom - Services
MUFIN.NS,Finance
MUFTI.NS,Retailing
MUKANDLTD.NS,Ferrous Metals
MUKKA.NS,Food Products
MUKTAARTS.NS,Entertainment
MUNISH.NS,Industrial Products
MUNJALAU.NS,Auto Components
MUNJALSHOW.NS,Auto Components
MURUDCERA.NS,Consumer Durables
MUTHOOTCAP.NS,Finance
MUTHOOTFIN.NS,Finance
MUTHOOTMF.NS,Finance
MVGJL.NS,Consumer Durables
MVKAGRO.NS,Agricultural Food & other Products
MWL.NS,Metals & Minerals Trading
MYMUDRA.NS,Finance
NACLIND.NS,Fertilizers & Agrochemicals
NAGAFERT.NS,Fertilizers & Agrochemicals
NAGREEKCAP.NS,Finance
NAGREEKEXP.NS,Textiles & Apparels
NAHARCAP.NS,Finance
NAHARINDUS.NS,Textiles & Apparels
NAHARPOLY.NS,Industrial Products
NAHARSPING.NS,Textiles & Apparels
NAMAN.NS,Consumer Durables
NAM-INDIA.NS,Capital Markets
NAMOEWASTE.NS,Other Utilities
NARMADA.NS,Food Products
NATCAPSUQ.NS,Pharmaceuticals & Biotechnology
NATCOPHARM.NS,Pharmaceuticals & Biotechnology
NATHBIOGEN.NS,Agricultural Food & other Products
NATIONALUM.NS,Non - Ferrous Metals
NAUKRI.NS,Retailing
NAVA.NS,Power
NAVINFLUOR.NS,Chemicals & Petrochemicals
NAVKARCORP.NS,Transport Services
NAVKARURB.NS,Construction
NAVNETEDUL.NS,Printing & Publication
NAZARA.NS,Entertainment
NBCC.NS,Construction
NBIFIN.NS,Finance
NCC.NS,Construction
NCLIND.NS,Cement & Cement Products
NDGL.NS,Finance
NDL.NS,Textiles & Apparels
NDLVENTURE.NS,Finance
NDRAUTO.NS,Auto Components
NDRINVIT.NS,Commercial Services & Supplies
NDTV.NS,Entertainment
NECCLTD.NS,Transport Services
NECLIFE.NS,Pharmaceuticals & Biotechnology
NEELAM.NS,Textiles & Apparels
NELCAST.NS,Industrial Products
NELCO.NS,IT - Hardware
NEOCHEM.NS,Chemicals & Petrochemicals
NEOGEN.NS,Chemicals & Petrochemicals
NEPHROCARE.NS,Healthcare Services
NEPHROPLUS.NS,Healthcare Services
NEPTUNE.NS,Chemicals & Petrochemicals
NESCO.NS,Commercial Services & Supplies
NESTLEIND.NS,Food Products
NETWEB.NS,IT - Services
NETWORK18.NS,Entertainment
NEUEON.NS,Electrical Equipment
NEULANDLAB.NS,Pharmaceuticals & Biotechnology
NEWGEN.NS,IT - Software
NEWJAISA.NS,IT - Hardware
NEXTMEDIA.NS,Entertainment
NFL.NS,Fertilizers & Agrochemicals
NGIL.NS,Food Products
NGLFINE.NS,Pharmaceuticals & Biotechnology
NH.NS,Healthcare Services
NHIT.NS,Transport Infrastructure
NHPC.NS,Power
NIACL.NS,Insurance
NIBE.NS,Aerospace & Defense
NIBL.NS,Industrial Products
NIDAN.NS,Healthcare Services
NIITLTD.NS,Other Consumer Services
NIITMTS.NS,Other Consumer Services
NIKITA.NS,"Paper, Forest & Jute Products"
NILAINFRA.NS,Realty
NILASPACES.NS,Realty
NILKAMAL.NS,Consumer Durables
NIMBSPROJ.NS,Realty
NINSYS.NS,IT - Software
NIPPOBATRY.NS,Household Products
NIRAJ.NS,Construction
NIRAJISPAT.NS,Consumer Durables
NIRMAN.NS,Agricultural Food & other Products
NITCO.NS,Consumer Durables
NITINSPIN.NS,Textiles & Apparels
NITIRAJ.NS,Consumer Durables
NIVABUPA.NS,Insurance
NKIND.NS,Agricultural Food & other Products
NLCINDIA.NS,Power
NMDC.NS,Minerals & Mining
NMSTEEL.NS,Industrial Products
NOCIL.NS,Chemicals & Petrochemicals
NOIDATOLL.NS,Transport Infrastructure
NORBTEAEXP.NS,Agricultural Food & other Products
NORTHARC.NS,Finance
NOVAAGRI.NS,Fertilizers & Agrochemicals
NOVARTIND.NS,Pharmaceuticals & Biotechnology
NPST.NS,IT - Services
NRAIL.NS,"Paper, Forest & Jute Products"
NRBBEARING.NS,Auto Components
NRL.NS,Metals & Minerals Trading
NRVANDANA.NS,Textiles & Apparels
NSIL.NS,Finance
NSLNISP.NS,Ferrous Metals
NTPC.NS,Power
NTPCGREEN.NS,Power
NUCLEUS.NS,IT - Software
NURECA.NS,Healthcare Equipment & Supplies
NUVAMA.NS,Capital Markets
NUVOCO.NS,Cement & Cement Products
NXST.NS,Realty
NYKAA.NS,Retailing
OAL.NS,Chemicals & Petrochemicals
OBCL.NS,Transport Services
OBEROIRLTY.NS,Realty
OBSCP.NS,Auto Components
OCCLLTD.NS,Chemicals & Petrochemicals
ODIGMA.NS,IT - Services
OFSS.NS,IT - Software
OIL.NS,Oil
OILCOUNTUB.NS,Oil
OLAELEC.NS,Automobiles
OLECTRA.NS,Automobiles
OLIL.NS,Transport Services
OMAXAUTO.NS,Auto Components
OMAXE.NS,Realty
OMFREIGHT.NS,Transport Services
OMFURN.NS,Consumer Durables
OMINFRAL.NS,Construction
OMKARCHEM.NS,Chemicals & Petrochemicals
OMNI.NS,Industrial Manufacturing
ONDOOR.NS,Retailing
ONELIFECAP.NS,Capital Markets
ONEPOINT.NS,Commercial Services & Supplies
ONESOURCE.NS,Pharmaceuticals & Biotechnology
ONGC.NS,Oil
ONMOBILE.NS,Media
ONWARDTEC.NS,IT - Services
ONYX.NS,Pharmaceuticals & Biotechnology
OPTIEMUS.NS,Telecom - Equipment & Accessories
OPTIVALUE.NS,IT - Services
ORBTEXP.NS,Textiles & Apparels
ORCHASP.NS,IT - Software
ORCHPHARMA.NS,Pharmaceuticals & Biotechnology
ORIANA.NS,Electrical Equipment
ORICONENT.NS,Industrial Products
ORIENTALTL.NS,Consumer Durables
ORIENTBELL.NS,Consumer Durables
ORIENTCEM.NS,Cement & Cement Products
ORIENTCER.NS,Industrial Products
ORIENTELEC.NS,Consumer Durables
ORIENTHOT.NS,Leisure Services
ORIENTLTD.NS,Industrial Products
ORIENTPPR.NS,"Paper, Forest & Jute Products"
ORIENTTECH.NS,IT - Services
ORISSAMINE.NS,Minerals & Mining
ORKLAINDIA.NS,Food Products
ORTEL.NS,Entertainment
ORTINGLOBE.NS,Pharmaceuticals & Biotechnology
OSELDEVICE.NS,Healthcare Equipment & Supplies
OSIAHYPER.NS,Retailing
OSWALAGRO.NS,Commercial Services & Supplies
OSWALGREEN.NS,Finance
OSWALPUMPS.NS,Industrial Products
OSWALSEEDS.NS,Agricultural Food & other Products
OWAIS.NS,Ferrous Metals
PACEDIGITK.NS,Telecom - Services
PADMALAYAT.NS,Entertainment
PAGEIND.NS,Textiles & Apparels
PAISALO.NS,Finance
PAKKA.NS,"Paper, Forest & Jute Products"
PALASHSECU.NS,Food Products
PALREDTEC.NS,IT - Services
PANACEABIO.NS,Pharmaceuticals & Biotechnology
PANACHE.NS,IT - Services
PANAMAPET.NS,Petroleum Products
PANSARI.NS,Realty
PAR.NS,Pharmaceuticals & Biotechnology
PARACABLES.NS,Industrial Products
PARADEEP.NS,Fertilizers & Agrochemicals
PARAGMILK.NS,Food Products
PARAGON.NS,Chemicals & Petrochemicals
PARAMATRIX.NS,IT - Software
PARAMOUNT.NS,Textiles & Apparels
PARAMPARA.NS,Industrial Products
PARAS.NS,Aerospace & Defense
PARASPETRO.NS,Finance
PARIN.NS,Consumer Durables
PARKHOSPS.NS,Healthcare Services
PARKHOTELS.NS,Leisure Services
PARSVNATH.NS,Realty
PARTH.NS,Electrical Equipment
PARTYCRUS.NS,Other Consumer Services
PASHUPATI.NS,Textiles & Apparels
PASUPTAC.NS,Chemicals & Petrochemicals
PATANJALI.NS,Agricultural Food & other Products
PATELENG.NS,Construction
PATELRMART.NS,Retailing
PATILAUTOM.NS,Industrial Manufacturing
PATINTLOG.NS,Transport Services
PATTECH.NS,Industrial Products
PAUSHAKLTD.NS,Chemicals & Petrochemicals
PAVNAIND.NS,Auto Components
PAYTM.NS,Financial Technology (Fintech)
PCBL.NS,Chemicals & Petrochemicals
PCCL.NS,Minerals & Mining
PCJEWELLER.NS,Consumer Durables
PDMJEPAPER.NS,"Paper, Forest & Jute Products"
PDSL.NS,Textiles & Apparels
PEARLPOLY.NS,Consumer Durables
PELATRO.NS,Media
PENIND.NS,Industrial Manufacturing
PENINLAND.NS,Realty
PENTAGON.NS,Industrial Products
PERFECT.NS,Electrical Equipment
PERSISTENT.NS,IT - Software
PETRONET.NS,Gas
PFC.NS,Finance
PFIZER.NS,Pharmaceuticals & Biotechnology
PFOCUS.NS,Entertainment
PFS.NS,Finance
PGEL.NS,Consumer Durables
PGHH.NS,Personal Products
PGHL.NS,Pharmaceuticals & Biotechnology
PGIL.NS,Textiles & Apparels
PGINVIT.NS,Power
PHANTOMFX.NS,Entertainment
PHOENIXLTD.NS,Realty
PHOGLOBAL.NS,Commercial Services & Supplies
PICCADIL.NS,Beverages
PIDILITIND.NS,Chemicals & Petrochemicals
PIGL.NS,Electrical Equipment
PIIND.NS,Fertilizers & Agrochemicals
PILANIINVS.NS,Finance
PILITA.NS,Consumer Durables
PINELABS.NS,Financial Technology (Fintech)
PIONEEREMB.NS,Textiles & Apparels
PIRAMALFIN.NS,Finance
PITTIENG.NS,Industrial Manufacturing
PIXTRANS.NS,Industrial Products
PKTEA.NS,Agricultural Food & other Products
PLADAINFO.NS,Commercial Services & Supplies
PLASTIBLEN.NS,Chemicals & Petrochemicals
PLATIND.NS,Chemicals & Petrochemicals
PLAZACABLE.NS,Industrial Products
PNB.NS,Banks
PNBGILTS.NS,Finance
PNBHOUSING.NS,Finance
PNC.NS,Entertainment
PNCINFRA.NS,Construction
PNGJL.NS,Consumer Durables
PNGSREVA.NS,Consumer Durables
POCL.NS,Diversified Metals
PODDARMENT.NS,Chemicals & Petrochemicals
POKARNA.NS,Consumer Durables
POLICYBZR.NS,Financial Technology (Fintech)
POLYCAB.NS,Industrial Products
POLYMED.NS,Healthcare Equipment & Supplies
POLYPLEX.NS,Industrial Products
POLYSIL.NS,Industrial Products
PONNIERODE.NS,Agricultural Food & other Products
POONAWALLA.NS,Finance
POSITRON.NS,Commercial Services & Supplies
POWERGRID.NS,Power
POWERICA.NS,Electrical Equipment
POWERINDIA.NS,Electrical Equipment
POWERMECH.NS,Construction
PPAP.NS,Auto Components
PPL.NS,Industrial Products
PPLPHARMA.NS,Pharmaceuticals & Biotechnology
PPSL.NS,Entertainment
PRABHA.NS,Oil
PRAENG.NS,Realty
PRAJIND.NS,Industrial Manufacturing
PRAKASH.NS,Ferrous Metals
PRAKASHSTL.NS,Industrial Products
PRAMARA.NS,Media
PRANIK.NS,Transport Services
PRATHAM.NS,Construction
PRAXIS.NS,Retailing
PRECAM.NS,Auto Components
PRECISION.NS,Auto Components
PRECOT.NS,Textiles & Apparels
PRECWIRE.NS,Industrial Products
PREMEXPLN.NS,Chemicals & Petrochemicals
PREMIER.NS,Industrial Manufacturing
PREMIERENE.NS,Electrical Equipment
PREMIERPOL.NS,Industrial Products
PREMIUM.NS,Auto Components
PRESSTONIC.NS,Industrial Manufacturing
PRESTIGE.NS,Realty
PRICOLLTD.NS,Auto Components
PRIMECAB.NS,Industrial Products
PRIMESECU.NS,Finance
PRIMO.NS,Chemicals & Petrochemicals
PRINCEPIPE.NS,Industrial Products
PRITI.NS,Consumer Durables
PRITIKA.NS,Auto Components
PRITIKAUTO.NS,Auto Components
PRIVISCL.NS,Chemicals & Petrochemicals
PRIZOR.NS,Industrial Manufacturing
PRLIND.NS,Transport Services
PROFX.NS,Consumer Durables
PROLIFE.NS,Chemicals & Petrochemicals
PROPEQUITY.NS,Realty
PROSTARM.NS,Electrical Equipment
PROTEAN.NS,IT - Services
PROV.NS,Food Products
PROZONER.NS,Realty
PRSMJOHNSN.NS,Cement & Cement Products
PRUDENT.NS,Capital Markets
PRUDMOULI.NS,Agricultural Food & other Products
PSB.NS,Banks
PSFL.NS,Industrial Products
PSPPROJECT.NS,Construction
PSRAJ.NS,Industrial Products
PTC.NS,Power
PTCIL.NS,Industrial Products
PTL.NS,Commercial Services & Supplies
PULZ.NS,Consumer Durables
PUNJABCHEM.NS,Fertilizers & Agrochemicals
PURPLEUTED.NS,Textiles & Apparels
PURVA.NS,Realty
PURVFLEXI.NS,Industrial Products
PUSHPA.NS,Consumer Durables
PVP.NS,Realty
PVRINOX.NS,Entertainment
PVSL.NS,Automobiles
PWL.NS,Other Consumer Services
PYRAMID.NS,Industrial Products
QFIL.NS,Industrial Products
QMSMEDI.NS,Healthcare Equipment & Supplies
QPOWER.NS,Electrical Equipment
QUADFUTURE.NS,Industrial Products
QUADPRO.NS,IT - Services
QUESS.NS,Commercial Services & Supplies
QUESTLAB.NS,Pharmaceuticals & Biotechnology
QUICKHEAL.NS,IT - Software
QUICKTOUCH.NS,IT - Software
QUINTEGRA.NS,IT - Software
QVCEL.NS,Ferrous Metals
RACE.NS,Other Utilities
RACLGEAR.NS,Auto Components
RADAAN.NS,Entertainment
RADHIKAJWE.NS,Consumer Durables
RADIANTCMS.NS,Commercial Services & Supplies
RADICO.NS,Beverages
RADIOCITY.NS,Entertainment
RADIOWALLA.NS,Entertainment
RAILTEL.NS,Telecom - Services
RAIN.NS,Chemicals & Petrochemicals
RAINBOW.NS,Healthcare Services
RAJASPETRO.NS,Textiles & Apparels
RAJESHEXPO.NS,Consumer Durables
RAJINDLTD.NS,Industrial Products
RAJMET.NS,Industrial Products
RAJOOENG.NS,Industrial Manufacturing
RAJPUTANA.NS,Chemicals & Petrochemicals
RAJRATAN.NS,Auto Components
RAJRILTD.NS,Textiles & Apparels
RAJSREESUG.NS,Agricultural Food & other Products
RAJTV.NS,Entertainment
RAJVIR.NS,Textiles & Apparels
RALLIS.NS,Fertilizers & Agrochemicals
RAMANEWS.NS,"Paper, Forest & Jute Products"
RAMAPHO.NS,Fertilizers & Agrochemicals
RAMASTEEL.NS,Industrial Products
RAMCOCEM.NS,Cement & Cement Products
RAMCOIND.NS,Other Construction Materials
RAMCOSYS.NS,IT - Software
RAMGOPOLY.NS,Commercial Services & Supplies
RAMKY.NS,Construction
RAMRAT.NS,Electrical Equipment
RANASUG.NS,Agricultural Food & other Products
RANEHOLDIN.NS,Finance
RAPIDFLEET.NS,Transport Services
RAPPID.NS,Industrial Products
RATEGAIN.NS,IT - Software
RATNAMANI.NS,Industrial Products
RATNAVEER.NS,Industrial Products
RAYMOND.NS,Realty
RAYMONDLSL.NS,Textiles & Apparels
RAYMONDREL.NS,Realty
RBA.NS,Leisure Services
RBLBANK.NS,Banks
RBMINFRA.NS,Commercial Services & Supplies
RBS.NS,Agricultural Food & other Products
RBZJEWEL.NS,Consumer Durables
RCDL.NS,Agricultural Food & other Products
RCF.NS,Fertilizers & Agrochemicals
RCOM.NS,Telecom - Services
READYMIX.NS,Construction
RECLTD.NS,Finance
REDINGTON.NS,Commercial Services & Supplies
REDTAPE.NS,Consumer Durables
REFEX.NS,Chemicals & Petrochemicals
REFRACTORY.NS,Industrial Products
REGAAL.NS,Agricultural Food & other Products
REGENCERAM.NS,Consumer Durables
RELAXO.NS,Consumer Durables
RELCHEMQ.NS,Textiles & Apparels
RELIABLE.NS,Finance
RELIANCE.NS,Petroleum Products
RELIGARE.NS,Finance
RELINFRA.NS,Power
RELTD.NS,Electrical Equipment
REMSONSIND.NS,Auto Components
REMUS.NS,Pharmaceuticals & Biotechnology
RENUKA.NS,Agricultural Food & other Products
REPCOHOME.NS,Finance
REPL.NS,Construction
REPRO.NS,Printing & Publication
RESPONIND.NS,Consumer Durables
RETAIL.NS,Retailing
REXPIPES.NS,Industrial Products
REXPRO.NS,Consumer Durables
RGL.NS,Consumer Durables
RHETAN.NS,Industrial Products
RHFL.NS,Finance
RHIM.NS,Industrial Products
RHL.NS,Leisure Services
RICHA.NS,IT - Hardware
RICOAUTO.NS,Auto Components
RIIL.NS,Transport Services
RIIT.NS,Transport Infrastructure
RILINFRA.NS,Construction
RISHABH.NS,Electrical Equipment
RITCO.NS,Transport Services
RITES.NS,Construction
RITEZONE.NS,Chemicals & Petrochemicals
RKDL.NS,Beverages
RKEC.NS,Construction
RKFORGE.NS,Auto Components
RKSWAMY.NS,Media
RMC.NS,Electrical Equipment
RMDRIP.NS,Industrial Products
RML.NS,Auto Components
RNBDENIMS.NS,Textiles & Apparels
RNFI.NS,Finance
RNPL.NS,Chemicals & Petrochemicals
ROADSTAR.NS,Transport Infrastructure
ROCKINGDCE.NS,Commercial Services & Supplies
ROHLTD.NS,Leisure Services
ROLEXRINGS.NS,Auto Components
ROLLT.NS,Industrial Products
ROML.NS,Agricultural Food & other Products
ROSSARI.NS,Chemicals & Petrochemicals
ROSSELLIND.NS,Agricultural Food & other Products
ROSSTECH.NS,Aerospace & Defense
ROTO.NS,Industrial Products
ROUTE.NS,Telecom - Services
ROXHITECH.NS,IT - Services
ROYALARC.NS,Industrial Products
RPEL.NS,Industrial Products
RPGLIFE.NS,Pharmaceuticals & Biotechnology
RPOWER.NS,Power
RPPINFRA.NS,Construction
RPPL.NS,Industrial Products
RPSGVENT.NS,Commercial Services & Supplies
RPTECH.NS,IT - Hardware
RRKABEL.NS,Industrial Products
RSL.NS,Industrial Products
RSSOFTWARE.NS,IT - Software
RSWM.NS,Textiles & Apparels
RSYSTEMS.NS,IT - Services
RTL.NS,Telecom - Services
RTNINDIA.NS,Retailing
RTNPOWER.NS,Power
RUBFILA.NS,Industrial Products
RUBICON.NS,Pharmaceuticals & Biotechnology
RUBYMILLS.NS,Textiles & Apparels
RUCHINFRA.NS,Commercial Services & Supplies
RUCHIRA.NS,"Paper, Forest & Jute Products"
RUDRA.NS,Industrial Products
RULKA.NS,Construction
RUPA.NS,Textiles & Apparels
RUSHIL.NS,Consumer Durables
RUSTOMJEE.NS,Realty
RVHL.NS,Realty
RVNL.NS,Construction
RVTH.NS,Industrial Manufacturing
S&SPOWER.NS,Electrical Equipment
SAAKSHI.NS,Electrical Equipment
SAATVIKGL.NS,Electrical Equipment
SABAR.NS,Industrial Products
SABEVENTS.NS,Media
SACHEEROME.NS,Chemicals & Petrochemicals
SADBHAV.NS,Construction
SADBHIN.NS,Construction
SADHAV.NS,Transport Services
SADHNANIQ.NS,Chemicals & Petrochemicals
SAFARI.NS,Consumer Durables
SAFEENTP.NS,Consumer Durables
SAGARDEEP.NS,Industrial Products
SAGCEM.NS,Cement & Cement Products
SAGILITY.NS,IT - Services
SAHAJ.NS,Textiles & Apparels
SAHAJSOLAR.NS,Electrical Equipment
SAHANA.NS,IT - Services
SAHASRA.NS,Industrial Products
SAHLIBHFI.NS,Finance
SAHYADRI.NS,Other Construction Materials
SAIFL.NS,Agricultural Food & other Products
SAIL.NS,Ferrous Metals
SAILIFE.NS,Pharmaceuticals & Biotechnology
SAIPARENT.NS,Pharmaceuticals & Biotechnology
SAJHOTELS.NS,Leisure Services
SAKAR.NS,Pharmaceuticals & Biotechnology
SAKHTISUG.NS,Agricultural Food & other Products
SAKSOFT.NS,IT - Software
SAKUMA.NS,Commercial Services & Supplies
SALASAR.NS,Industrial Manufacturing
SALONA.NS,Textiles & Apparels
SALSTEEL.NS,Ferrous Metals
SALZERELEC.NS,Electrical Equipment
SAMAY.NS,Construction
SAMBHAAV.NS,Media
SAMBHV.NS,Industrial Products
SAMHI.NS,Leisure Services
SAMMAANCAP.NS,Finance
SAMPANN.NS,Industrial Products
SANATHAN.NS,Textiles & Apparels
SANCO.NS,Industrial Products
SANDESH.NS,Media
SANDHAR.NS,Auto Components
SANDUMA.NS,Consumable Fuels
SANGAMIND.NS,Textiles & Apparels
SANGANI.NS,Healthcare Services
SANGHIIND.NS,Cement & Cement Products
SANGHVIMOV.NS,Commercial Services & Supplies
SANGINITA.NS,Chemicals & Petrochemicals
SANOFI.NS,Pharmaceuticals & Biotechnology
SANOFICONR.NS,Pharmaceuticals & Biotechnology
SANSERA.NS,Auto Components
SANSTAR.NS,Agricultural Food & other Products
SANWARIA.NS,Food Products
SAPPHIRE.NS,Leisure Services
SARDAEN.NS,Ferrous Metals
SAREGAMA.NS,Entertainment
SARLAPOLY.NS,Textiles & Apparels
SAROJA.NS,Chemicals & Petrochemicals
SARTELE.NS,Telecom - Services
SARVESHWAR.NS,Agricultural Food & other Products
SASKEN.NS,IT - Services
SASTASUNDR.NS,Healthcare Services
SATECH.NS,IT - Software
SATIA.NS,"Paper, Forest & Jute Products"
SATIN.NS,Finance
SATIPOLY.NS,Industrial Products
SATKARTAR.NS,Pharmaceuticals & Biotechnology
SATTVAENGG.NS,Other Utilities
SAURASHCEM.NS,Cement & Cement Products
SAVY.NS,Construction
SAWALIYA.NS,Agricultural Food & other Products
SBC.NS,Textiles & Apparels
SBCL.NS,Industrial Products
SBFC.NS,Finance
SBGLP.NS,Realty
SBICARD.NS,Finance
SBILIFE.NS,Insurance
SBIN.NS,Banks
SCHAEFFLER.NS,Auto Components
SCHAND.NS,Printing & Publication
SCHNEIDER.NS,Electrical Equipment
SCI.NS,Transport Services
SCILAL.NS,Finance
SCML.NS,Industrial Products
SCODATUBES.NS,Industrial Products
SCPL.NS,Food Products
SDBL.NS,Beverages
SDREAMS.NS,Textiles & Apparels
SEAMECLTD.NS,Transport Services
SECL.NS,Construction
SECMARK.NS,IT - Software
SECURKLOUD.NS,IT - Services
SEDEMAC.NS,Auto Components
SEITINVIT.NS,Power
SEJALLTD.NS,Industrial Products
SEL.NS,Electrical Equipment
SELLOWRAP.NS,Auto Components
SELMC.NS,Textiles & Apparels
SEMAC.NS,Construction
SENCO.NS,Consumer Durables
SENORES.NS,Pharmaceuticals & Biotechnology
SEPC.NS,Construction
SERVICE.NS,Commercial Services & Supplies
SERVOTECH.NS,Electrical Equipment
SESHAPAPER.NS,"Paper, Forest & Jute Products"
SETCO.NS,Auto Components
SETL.NS,Industrial Manufacturing
SETUINFRA.NS,Construction
SEYAIND.NS,Chemicals & Petrochemicals
SFL.NS,Consumer Durables
SFML.NS,Commercial Services & Supplies
SGFIN.NS,Finance
SGIL.NS,Industrial Products
SGL.NS,Textiles & Apparels
SGMART.NS,Metals & Minerals Trading
SHADOWFAX.NS,Transport Services
SHAH.NS,Industrial Products
SHAHALLOYS.NS,Industrial Products
SHAILY.NS,Industrial Products
SHAIVAL.NS,Commercial Services & Supplies
SHAKTIPUMP.NS,Industrial Products
SHALBY.NS,Healthcare Services
SHALPAINTS.NS,Consumer Durables
SHANKARA.NS,Retailing
SHANTHALA.NS,Cigarettes & Tobacco Products
SHANTI.NS,Agricultural Food & other Products
SHANTIGEAR.NS,Industrial Manufacturing
SHANTIGOLD.NS,Consumer Durables
SHARDACROP.NS,Fertilizers & Agrochemicals
SHARDAMOTR.NS,Auto Components
SHAREINDIA.NS,Capital Markets
SHEEL.NS,Commercial Services & Supplies
SHEETAL.NS,Agricultural Food & other Products
SHEKHAWATI.NS,Textiles & Apparels
SHEMAROO.NS,Entertainment
